FECHA,HORA,LVI,TLA,XAL,MER,PED,CES,TLI,VIF,TAH,SUR,FAC,PLA,SAG,TAX,IZT
05/10/2007,6,47,39,90,39,29,36,39,-99,27,38,34,37,64,33,48
05/10/2007,7,71,63,106,66,34,43,49,-99,57,50,68,45,63,47,57
05/10/2007,8,84,66,136,95,41,79,88,-99,89,52,75,65,71,54,72
05/10/2007,9,77,78,137,86,85,77,132,-99,76,56,61,73,74,63,81
05/10/2007,10,93,94,121,108,73,82,95,-99,64,60,83,69,79,68,77
05/10/2007,11,107,112,80,82,44,-99,84,-99,48,34,100,34,78,63,98
05/10/2007,12,52,40,-99,33,28,-99,82,-99,36,-99,66,-99,-99,33,98
05/10/2007,13,25,24,-99,27,23,-99,48,-99,-99,25,62,42,-99,20,58
05/10/2007,14,34,51,-99,33,-99,-99,40,-99,15,24,57,15,-99,30,40
05/10/2007,15,52,70,-99,39,19,41,38,-99,39,17,51,25,-99,17,41
05/10/2007,16,80,76,154,36,23,49,66,-99,35,26,69,24,63,24,51
05/10/2007,17,83,80,179,59,38,94,79,-99,49,56,67,35,110,48,45
05/10/2007,18,49,96,116,33,42,48,96,-99,27,31,88,32,72,33,81
05/10/2007,19,18,40,48,27,19,29,31,-99,17,26,39,33,53,32,73
05/10/2007,20,50,59,60,30,18,36,56,-99,62,-99,26,35,45,-99,48
05/10/2007,21,69,45,110,72,14,68,56,-99,59,47,27,39,79,30,49
05/10/2007,22,95,60,59,60,27,48,42,-99,50,39,40,27,39,51,42
